EuroPheno.stock_id,pheno_date,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,canopy_height,stem_count,base_diameter_1,base_diameter_2,stem_diam_half_height,field_flowering_score,time_taken,who
35,28/06/2016,1,0,,,94,34,32,26,8,0,11:13,eey9
35,28/06/2016,1,1,26,1.6,,,,,,,11:15,eey9
35,28/06/2016,1,2,36,2,,,,,,,11:16,eey9
35,28/06/2016,1,3,47,2,,,,,,,11:16,eey9
35,28/06/2016,1,4,52,2,,,,,,,11:16,eey9
35,28/06/2016,1,5,58,2,,,,,,,11:16,eey9
35,28/06/2016,1,6,59,2.2,,,,,,,11:17,eey9
35,28/06/2016,1,7,45,1.8,,,,,,,11:17,eey9
35,28/06/2016,1,8,25,0.9,,,,,,,11:17,eey9
35,28/06/2016,2,0,,,68,18,28,19,5,0,11:18,eey9
35,28/06/2016,2,1,20,1.2,,,,,,,11:20,eey9
35,28/06/2016,2,2,29,1.9,,,,,,,11:21,eey9
35,28/06/2016,2,3,38,1.8,,,,,,,11:21,eey9
35,28/06/2016,2,4,44,1.8,,,,,,,11:22,eey9
35,28/06/2016,2,5,50,1.9,,,,,,,11:22,eey9
35,28/06/2016,2,6,55,2.2,,,,,,,11:22,eey9
35,28/06/2016,2,7,44,1.9,,,,,,,11:23,eey9
35,28/06/2016,2,8,30,1.3,,,,,,,11:23,eey9
35,28/06/2016,2,9,14.5,0.1,,,,,,,11:23,eey9
35,28/06/2016,3,0,,,113,75,31,27,7,0,11:23,eey9
35,28/06/2016,3,1,19,1.4,,,,,,,11:25,eey9
35,28/06/2016,3,2,33,1.6,,,,,,,11:26,eey9
35,28/06/2016,3,3,53,1.7,,,,,,,11:26,eey9
35,28/06/2016,3,4,60,1.7,,,,,,,11:27,eey9
35,28/06/2016,3,5,63,1.7,,,,,,,11:27,eey9
35,28/06/2016,3,6,60,1.7,,,,,,,11:27,eey9
35,28/06/2016,3,7,47,1.7,,,,,,,11:27,eey9
35,28/06/2016,3,8,30,1,,,,,,,11:28,eey9
39,28/06/2016,1,0,,,67,21,34,32,4,0,13:13,eey9
39,28/06/2016,1,1,9.6,0.8,,,,,,,13:15,eey9
39,28/06/2016,1,2,16.5,1.5,,,,,,,13:16,eey9
39,28/06/2016,1,3,41,1.7,,,,,,,13:16,eey9
39,28/06/2016,1,4,64,1.7,,,,,,,13:16,eey9
39,28/06/2016,1,5,63,1.6,,,,,,,13:17,eey9
39,28/06/2016,1,6,43,1.2,,,,,,,13:17,eey9
39,28/06/2016,1,7,14,0.2,,,,,,,13:17,eey9
39,28/06/2016,2,0,,,80,31,39,30,5,0,13:18,eey9
39,28/06/2016,2,1,9,0.8,,,,,,,13:19,eey9
39,28/06/2016,2,2,29.5,1.2,,,,,,,13:20,eey9
39,28/06/2016,2,3,52,1.2,,,,,,,13:20,eey9
39,28/06/2016,2,4,71,1.2,,,,,,,13:21,eey9
39,28/06/2016,2,5,39,1,,,,,,,13:21,eey9
39,28/06/2016,2,6,23,0.4,,,,,,,13:21,eey9
39,28/06/2016,3,0,,,100,13,28,33,9,0,13:22,eey9
39,28/06/2016,3,1,6.5,0.8,,,,,,,13:24,eey9
39,28/06/2016,3,2,37,1.8,,,,,,,13:25,eey9
39,28/06/2016,3,3,50,2.3,,,,,,,13:25,eey9
39,28/06/2016,3,4,60,2.2,,,,,,,13:25,eey9
39,28/06/2016,3,5,77,2.4,,,,,,,13:26,eey9
39,28/06/2016,3,6,73,2.3,,,,,,,13:26,eey9
39,28/06/2016,3,7,59,2,,,,,,,13:26,eey9
40,28/06/2016,1,0,,,172,18,52,42,10,0,12:54,eey9
40,28/06/2016,1,1,10,1,,,,,,,12:59,eey9
40,28/06/2016,1,2,25,2.5,,,,,,,13:00,eey9
40,28/06/2016,1,3,45,2.6,,,,,,,13:00,eey9
40,28/06/2016,1,4,63,2.8,,,,,,,13:00,eey9
40,28/06/2016,1,5,75,2.6,,,,,,,13:00,eey9
40,28/06/2016,1,6,75,2.8,,,,,,,13:01,eey9
40,28/06/2016,1,7,48,2.4,,,,,,,13:01,eey9
40,28/06/2016,1,8,16,0.5,,,,,,,13:02,eey9
40,28/06/2016,2,0,,,188,8,44,22,11,0,13:02,eey9
40,28/06/2016,2,1,39,3.9,,,,,,,13:04,eey9
40,28/06/2016,2,2,56,4.2,,,,,,,13:04,eey9
40,28/06/2016,2,3,70,3.7,,,,,,,13:05,eey9
40,28/06/2016,2,4,77.5,3.6,,,,,,,13:05,eey9
40,28/06/2016,2,5,83,3.3,,,,,,,13:06,eey9
40,28/06/2016,2,6,88,3,,,,,,,13:06,eey9
40,28/06/2016,2,7,63,3.2,,,,,,,13:07,eey9
40,28/06/2016,2,8,22.5,1.1,,,,,,,13:02,eey9
40,28/06/2016,3,0,,,185,22,46,80,9,0,13:08,eey9
40,28/06/2016,3,1,26,2,,,,,,,13:10,eey9
40,28/06/2016,3,2,39,3,,,,,,,13:11,eey9
40,28/06/2016,3,3,62,3,,,,,,,13:11,eey9
40,28/06/2016,3,4,77,2.8,,,,,,,13:11,eey9
40,28/06/2016,3,5,82,3,,,,,,,13:12,eey9
40,28/06/2016,3,6,80,3.2,,,,,,,13:12,eey9
40,28/06/2016,3,7,40,2.8,,,,,,,13:13,eey9
40,28/06/2016,3,8,13,0.3,,,,,,,13:13,eey9
42,28/06/2016,1,0,,,150,26,78,72,12,0,13:27,eey9
42,28/06/2016,1,1,14,2,,,,,,,13:33,eey9
42,28/06/2016,1,2,29,3.1,,,,,,,13:34,eey9
42,28/06/2016,1,3,47,2.8,,,,,,,13:34,eey9
42,28/06/2016,1,4,66,3.4,,,,,,,13:35,eey9
42,28/06/2016,1,5,78,3.3,,,,,,,13:35,eey9
42,28/06/2016,1,6,76,3,,,,,,,13:36,eey9
42,28/06/2016,1,7,72,3,,,,,,,13:36,eey9
42,28/06/2016,1,8,82,3,,,,,,,13:36,eey9
42,28/06/2016,1,9,69,2.7,,,,,,,13:36,eey9
42,28/06/2016,1,10,48,2.3,,,,,,,13:37,eey9
42,28/06/2016,1,11,30,0.3,,,,,,,13:37,eey9
42,28/06/2016,2,0,,,123,25,43,60,10,0,13:38,eey9
42,28/06/2016,2,1,17,1.4,,,,,,,13:39,eey9
42,28/06/2016,2,2,33,2.2,,,,,,,13:40,eey9
42,28/06/2016,2,3,53,2.2,,,,,,,13:40,eey9
42,28/06/2016,2,4,65,3.5,,,,,,,13:41,eey9
42,28/06/2016,2,5,76,2.7,,,,,,,13:41,eey9
42,28/06/2016,2,6,58,2.8,,,,,,,13:41,eey9
42,28/06/2016,2,7,34,1.5,,,,,,,13:42,eey9
42,28/06/2016,3,0,,,123,17,43,42,9,0,13:42,eey9
42,28/06/2016,3,1,31,2.5,,,,,,,13:44,eey9
42,28/06/2016,3,2,51,2.8,,,,,,,13:45,eey9
42,28/06/2016,3,3,72,2.7,,,,,,,13:45,eey9
42,28/06/2016,3,4,80,2.5,,,,,,,13:45,eey9
42,28/06/2016,3,5,74,2.7,,,,,,,13:46,eey9
42,28/06/2016,3,6,56,2.2,,,,,,,13:46,eey9
42,28/06/2016,3,7,24,0.1,,,,,,,13:46,eey9
44,28/06/2016,1,0,,,190,27,75,43,9,0,10:57,eey9
44,28/06/2016,1,1,30,3,,,,,,,10:59,eey9
44,28/06/2016,1,2,44,3.6,,,,,,,11:00,eey9
44,28/06/2016,1,3,58,3.1,,,,,,,11:00,eey9
44,28/06/2016,1,4,63,3.3,,,,,,,11:00,eey9
44,28/06/2016,1,5,71,3,,,,,,,11:00,eey9
44,28/06/2016,1,6,77,3.2,,,,,,,11:01,eey9
44,28/06/2016,1,7,67,3.1,,,,,,,11:01,eey9
44,28/06/2016,1,8,30,1.8,,,,,,,11:02,eey9
44,28/06/2016,2,0,,,195,37,69,65,11,0,11:02,eey9
44,28/06/2016,2,1,22,2.4,,,,,,,11:05,eey9
44,28/06/2016,2,2,43,3.3,,,,,,,11:05,eey9
44,28/06/2016,2,3,63,3.3,,,,,,,11:06,eey9
44,28/06/2016,2,4,77,3.2,,,,,,,11:06,eey9
44,28/06/2016,2,5,83,2.9,,,,,,,11:06,eey9
44,28/06/2016,2,6,80,3,,,,,,,11:07,eey9
44,28/06/2016,2,7,60,3,,,,,,,11:07,eey9
44,28/06/2016,2,8,24.5,1.2,,,,,,,11:07,eey9
44,28/06/2016,3,0,,,195,17,63,53,11,0,11:08,eey9
44,28/06/2016,3,1,24,2.4,,,,,,,11:10,eey9
44,28/06/2016,3,2,43,3.3,,,,,,,11:10,eey9
44,28/06/2016,3,3,56,3.6,,,,,,,11:10,eey9
44,28/06/2016,3,4,69,3.2,,,,,,,11:11,eey9
44,28/06/2016,3,5,77,3.2,,,,,,,11:11,eey9
44,28/06/2016,3,6,85,3.2,,,,,,,11:11,eey9
44,28/06/2016,3,7,67,3,,,,,,,11:12,eey9
44,28/06/2016,3,8,33,2.1,,,,,,,11:12,eey9
46,28/06/2016,1,0,,,92,18,29,30,8,0,13:47,eey9
46,28/06/2016,1,1,3.6,1,,,,,,,08:19,eey9
46,28/06/2016,1,2,55,2.2,,,,,,,08:21,eey9
46,28/06/2016,1,3,72,2,,,,,,,08:22,eey9
46,28/06/2016,1,4,88.5,1.9,,,,,,,08:22,eey9
46,28/06/2016,1,5,81,1.8,,,,,,,08:22,eey9
46,28/06/2016,1,6,61,1.3,,,,,,,08:23,eey9
46,28/06/2016,1,7,36.5,0.7,,,,,,,08:23,eey9
46,28/06/2016,2,0,,,40,8,18,10,3,0,08:23,eey9
46,28/06/2016,2,1,11,0.6,,,,,,,08:25,eey9
46,28/06/2016,2,2,31,0.7,,,,,,,08:25,eey9
46,28/06/2016,2,3,47,0.8,,,,,,,08:26,eey9
46,28/06/2016,2,4,30.5,0.8,,,,,,,08:26,eey9
46,28/06/2016,3,0,,,101,34,39,43,8,0,08:27,eey9
46,28/06/2016,3,1,3.5,0.7,,,,,,,08:29,eey9
46,28/06/2016,3,2,18.5,1.3,,,,,,,08:29,eey9
46,28/06/2016,3,3,32,1.8,,,,,,,08:30,eey9
46,28/06/2016,3,4,40,1.8,,,,,,,08:30,eey9
46,28/06/2016,3,5,56,1.9,,,,,,,08:31,eey9
46,28/06/2016,3,6,74,1.9,,,,,,,08:31,eey9
46,28/06/2016,3,7,82,1.8,,,,,,,08:31,eey9
46,28/06/2016,3,8,66,1.6,,,,,,,08:32,eey9
46,28/06/2016,3,9,48,1.2,,,,,,,08:33,eey9
46,28/06/2016,3,10,17.5,0.1,,,,,,,08:34,eey9
48,28/06/2016,1,0,,,105,37,22,31,6,0,09:19,eey9
48,28/06/2016,1,1,5,0.7,,,,,,,09:24,eey9
48,28/06/2016,1,2,23,1.3,,,,,,,09:25,eey9
48,28/06/2016,1,3,43,1.7,,,,,,,09:25,eey9
48,28/06/2016,1,4,59,1.7,,,,,,,09:26,eey9
48,28/06/2016,1,5,66,1.8,,,,,,,09:26,eey9
48,28/06/2016,1,6,67,2,,,,,,,09:26,eey9
48,28/06/2016,1,7,46,1.7,,,,,,,09:27,eey9
48,28/06/2016,1,8,22.5,0.7,,,,,,,09:27,eey9
48,28/06/2016,2,0,,,95,34,22,20,6,0,09:28,eey9
48,28/06/2016,2,1,10,1.3,,,,,,,09:29,eey9
48,28/06/2016,2,2,28,1.6,,,,,,,09:30,eey9
48,28/06/2016,2,3,44,1.7,,,,,,,09:30,eey9
48,28/06/2016,2,4,51,1.7,,,,,,,09:31,eey9
48,28/06/2016,2,5,55,1.9,,,,,,,09:31,eey9
48,28/06/2016,2,6,60,2,,,,,,,09:31,eey9
48,28/06/2016,2,7,50,1.7,,,,,,,09:32,eey9
48,28/06/2016,2,8,39,1.6,,,,,,,09:32,eey9
48,28/06/2016,2,9,19,0.5,,,,,,,09:32,eey9
48,28/06/2016,3,0,,,103,37,24,27,6,0,09:33,eey9
48,28/06/2016,3,1,12,1.4,,,,,,,09:34,eey9
48,28/06/2016,3,2,21.5,1.5,,,,,,,09:35,eey9
48,28/06/2016,3,3,33,1.8,,,,,,,09:35,eey9
48,28/06/2016,3,4,44,1.9,,,,,,,09:36,eey9
48,28/06/2016,3,5,52,1.9,,,,,,,09:36,eey9
48,28/06/2016,3,6,55,1.9,,,,,,,09:37,eey9
48,28/06/2016,3,7,66,2.1,,,,,,,09:37,eey9
48,28/06/2016,3,8,66,2.2,,,,,,,09:38,eey9
48,28/06/2016,3,9,51,1.8,,,,,,,09:38,eey9
48,28/06/2016,3,10,32,1.2,,,,,,,09:38,eey9
48,28/06/2016,3,11,10.8,0.2,,,,,,,09:38,eey9
50,28/06/2016,1,0,,,100,42,25,25,6,0,09:00,eey9
50,28/06/2016,1,1,14,1.2,,,,,,,09:04,eey9
50,28/06/2016,1,2,31,1.5,,,,,,,09:05,eey9
50,28/06/2016,1,3,46,1.6,,,,,,,09:05,eey9
50,28/06/2016,1,4,57,1.7,,,,,,,09:05,eey9
50,28/06/2016,1,5,64,1.6,,,,,,,09:06,eey9
50,28/06/2016,1,6,66.5,1.8,,,,,,,09:06,eey9
50,28/06/2016,1,7,53,1.8,,,,,,,09:07,eey9
50,28/06/2016,1,8,29.5,0.7,,,,,,,09:07,eey9
50,28/06/2016,2,0,,,77,27,24,26,6,0,09:07,eey9
50,28/06/2016,2,1,4,1,,,,,,,09:09,eey9
50,28/06/2016,2,2,14,1.2,,,,,,,09:10,eey9
50,28/06/2016,2,3,24,1.6,,,,,,,09:10,eey9
50,28/06/2016,2,4,34,2.1,,,,,,,09:11,eey9
50,28/06/2016,2,5,37,1.8,,,,,,,09:11,eey9
50,28/06/2016,2,6,46,1.8,,,,,,,09:12,eey9
50,28/06/2016,2,7,47,2,,,,,,,09:12,eey9
50,28/06/2016,2,8,53,1.9,,,,,,,09:12,eey9
50,28/06/2016,2,9,44,1.6,,,,,,,09:13,eey9
50,28/06/2016,2,10,30.5,1.1,,,,,,,09:13,eey9
50,28/06/2016,2,11,16,0.4,,,,,,,09:13,eey9
50,28/06/2016,3,0,,,82,52,33,21,6,0,09:14,eey9
50,28/06/2016,3,1,6.5,1,,,,,,,09:15,eey9
50,28/06/2016,3,2,18,1.3,,,,,,,09:16,eey9
50,28/06/2016,3,3,28,1.4,,,,,,,09:16,eey9
50,28/06/2016,3,4,39,1.3,,,,,,,09:17,eey9
50,28/06/2016,3,5,50,1.5,,,,,,,09:17,eey9
50,28/06/2016,3,6,55,1.6,,,,,,,09:18,eey9
50,28/06/2016,3,7,40,1.2,,,,,,,09:18,eey9
50,28/06/2016,3,8,25,1,,,,,,,09:19,eey9
51,28/06/2016,1,0,,,195,20,63,56,12,0,08:38,eey9
51,28/06/2016,1,1,26,3.2,,,,,,,08:40,eey9
51,28/06/2016,1,2,46,3.2,,,,,,,08:43,eey9
51,28/06/2016,1,3,57,3.8,,,,,,,08:44,eey9
51,28/06/2016,1,4,57,3.6,,,,,,,08:44,eey9
51,28/06/2016,1,5,75,3.6,,,,,,,08:44,eey9
51,28/06/2016,1,6,82,3.4,,,,,,,08:45,eey9
51,28/06/2016,1,7,79,3.3,,,,,,,08:45,eey9
51,28/06/2016,1,8,49,2.7,,,,,,,08:46,eey9
51,28/06/2016,1,9,10,0.1,,,,,,,08:46,eey9
51,28/06/2016,2,0,,,196,29,54,63,10,0,08:46,eey9
51,28/06/2016,2,1,18,2.2,,,,,,,08:50,eey9
51,28/06/2016,2,2,30,1.7,,,,,,,08:52,eey9
51,28/06/2016,2,3,44,4.2,,,,,,,08:52,eey9
51,28/06/2016,2,4,58,4.2,,,,,,,08:52,eey9
51,28/06/2016,2,5,70,3.8,,,,,,,08:53,eey9
51,28/06/2016,2,6,79,3.8,,,,,,,08:53,eey9
51,28/06/2016,2,7,87,3.6,,,,,,,08:54,eey9
51,28/06/2016,2,8,69,3.2,,,,,,,08:54,eey9
51,28/06/2016,2,9,28,1.2,,,,,,,08:54,eey9
51,28/06/2016,3,0,,,201,23,67,34,9,0,08:55,eey9
51,28/06/2016,3,1,20,2,,,,,,,08:57,eey9
51,28/06/2016,3,2,29.5,2.8,,,,,,,08:57,eey9
51,28/06/2016,3,3,45,2.8,,,,,,,08:57,eey9
51,28/06/2016,3,4,60,2.5,,,,,,,08:58,eey9
51,28/06/2016,3,5,69.5,2.6,,,,,,,08:58,eey9
51,28/06/2016,3,6,74,2.7,,,,,,,08:58,eey9
51,28/06/2016,3,7,82,2.8,,,,,,,08:59,eey9
51,28/06/2016,3,8,65,2.7,,,,,,,08:59,eey9
51,28/06/2016,3,9,27,1.2,,,,,,,08:59,eey9
53,28/06/2016,1,0,,,81,19,34,32,5,0,10:43,eey9
53,28/06/2016,1,1,14,0.9,,,,,,,10:46,eey9
53,28/06/2016,1,2,37,1.2,,,,,,,10:47,eey9
53,28/06/2016,1,3,64,1.3,,,,,,,10:47,eey9
53,28/06/2016,1,4,50,1.2,,,,,,,10:47,eey9
53,28/06/2016,1,5,24,0.3,,,,,,,10:47,eey9
53,28/06/2016,2,0,,,90,17,38,39,7,0,10:48,eey9
53,28/06/2016,2,1,8.5,0.7,,,,,,,10:49,eey9
53,28/06/2016,2,2,24,1.3,,,,,,,10:50,eey9
53,28/06/2016,2,3,34,1.7,,,,,,,10:51,eey9
53,28/06/2016,2,4,48,1.9,,,,,,,10:51,eey9
53,28/06/2016,2,5,60,1.9,,,,,,,10:51,eey9
53,28/06/2016,2,6,76,2,,,,,,,10:51,eey9
53,28/06/2016,2,7,72,2.2,,,,,,,10:52,eey9
53,28/06/2016,2,8,53,1.6,,,,,,,10:52,eey9
53,28/06/2016,2,9,32.5,0.7,,,,,,,10:52,eey9
53,28/06/2016,3,0,,,73,17,41,40,5,0,10:53,eey9
53,28/06/2016,3,1,14,0.9,,,,,,,10:55,eey9
53,28/06/2016,3,2,42,1.2,,,,,,,10:55,eey9
53,28/06/2016,3,3,53,1.3,,,,,,,10:55,eey9
53,28/06/2016,3,4,43,1,,,,,,,10:56,eey9
53,28/06/2016,3,5,17,0.2,,,,,,,10:56,eey9
56,28/06/2016,1,0,,,140,11,41,33,11,0,09:56,eey9
56,28/06/2016,1,1,32,2.2,,,,,,,09:59,eey9
56,28/06/2016,1,2,42,2.6,,,,,,,09:59,eey9
56,28/06/2016,1,3,56,2.6,,,,,,,10:00,eey9
56,28/06/2016,1,4,67,2.7,,,,,,,10:01,eey9
56,28/06/2016,1,5,78,2.8,,,,,,,10:01,eey9
56,28/06/2016,1,6,83,2.9,,,,,,,10:02,eey9
56,28/06/2016,1,7,68,2.7,,,,,,,10:02,eey9
56,28/06/2016,1,8,40,1.2,,,,,,,10:02,eey9
56,28/06/2016,2,0,,,126,9,40,22,11,0,10:03,eey9
56,28/06/2016,2,1,42,2.5,,,,,,,10:05,eey9
56,28/06/2016,2,2,58,2.8,,,,,,,10:05,eey9
56,28/06/2016,2,3,67,2.8,,,,,,,10:05,eey9
56,28/06/2016,2,4,77,2.8,,,,,,,10:06,eey9
56,28/06/2016,2,5,87,3,,,,,,,10:06,eey9
56,28/06/2016,2,6,69,2.6,,,,,,,10:07,eey9
56,28/06/2016,2,7,54,1.5,,,,,,,10:07,eey9
56,28/06/2016,2,8,7.5,0.1,,,,,,,10:07,eey9
56,28/06/2016,3,0,,,127,25,47,70,11,0,10:07,eey9
56,28/06/2016,3,1,9,1.2,,,,,,,10:09,eey9
56,28/06/2016,3,2,24,2.7,,,,,,,10:10,eey9
56,28/06/2016,3,3,13,2.2,,,,,,,10:10,eey9
56,28/06/2016,3,4,39,3.2,,,,,,,10:10,eey9
56,28/06/2016,3,5,58,3.2,,,,,,,10:11,eey9
56,28/06/2016,3,6,67,2.8,,,,,,,10:11,eey9
56,28/06/2016,3,7,72,2.9,,,,,,,10:11,eey9
56,28/06/2016,3,8,79,2.7,,,,,,,10:12,eey9
56,28/06/2016,3,9,62,2.7,,,,,,,10:12,eey9
56,28/06/2016,3,10,37,0.7,,,,,,,10:12,eey9
57,28/06/2016,1,0,,,95,16,35,24,6,0,10:13,eey9
57,28/06/2016,1,1,7,0.8,,,,,,,10:14,eey9
57,28/06/2016,1,2,24,1.5,,,,,,,10:15,eey9
57,28/06/2016,1,3,44,1.9,,,,,,,10:15,eey9
57,28/06/2016,1,4,61,2,,,,,,,10:16,eey9
57,28/06/2016,1,5,73,1.9,,,,,,,10:16,eey9
57,28/06/2016,1,6,70,2,,,,,,,10:17,eey9
57,28/06/2016,1,7,49,1.1,,,,,,,10:17,eey9
57,28/06/2016,1,8,22.5,0.4,,,,,,,10:17,eey9
57,28/06/2016,2,0,,,85,17,27,45,6,0,10:20,eey9
57,28/06/2016,2,1,7.5,0.7,,,,,,,10:22,eey9
57,28/06/2016,2,2,25,1.3,,,,,,,10:22,eey9
57,28/06/2016,2,3,46.5,1.4,,,,,,,10:22,eey9
57,28/06/2016,2,4,63,1.4,,,,,,,10:23,eey9
57,28/06/2016,2,5,66,1.5,,,,,,,10:23,eey9
57,28/06/2016,2,6,44,1.2,,,,,,,10:24,eey9
57,28/06/2016,2,7,9.3,0.2,,,,,,,10:24,eey9
57,28/06/2016,3,0,,,67,17,36,42,5,0,10:24,eey9
57,28/06/2016,3,1,32,0.9,,,,,,,10:26,eey9
57,28/06/2016,3,2,45,1.2,,,,,,,10:26,eey9
57,28/06/2016,3,3,13,0.7,,,,,,,10:26,eey9
57,28/06/2016,3,4,36,1.1,,,,,,,10:27,eey9
57,28/06/2016,3,5,15,0.2,,,,,,,10:27,eey9
58,28/06/2016,1,0,,,203,17,50,59,12,0,09:39,eey9
58,28/06/2016,1,1,25,2.5,,,,,,,09:43,eey9
58,28/06/2016,1,2,39,3.2,,,,,,,09:43,eey9
58,28/06/2016,1,3,52,3.3,,,,,,,09:44,eey9
58,28/06/2016,1,4,62,3.2,,,,,,,09:44,eey9
58,28/06/2016,1,5,72.5,3.3,,,,,,,09:44,eey9
58,28/06/2016,1,6,79,3.3,,,,,,,09:45,eey9
58,28/06/2016,1,7,83,3.2,,,,,,,09:45,eey9
58,28/06/2016,1,8,60,3.2,,,,,,,09:46,eey9
58,28/06/2016,1,9,20,0.8,,,,,,,09:46,eey9
58,28/06/2016,2,0,,,173,11,45,29,12,0,09:46,eey9
58,28/06/2016,2,1,27,3.2,,,,,,,09:46,eey9
58,28/06/2016,2,2,43,3.6,,,,,,,09:49,eey9
58,28/06/2016,2,3,57,3.6,,,,,,,09:49,eey9
58,28/06/2016,2,4,68,3.4,,,,,,,09:49,eey9
58,28/06/2016,2,5,77,3.4,,,,,,,09:50,eey9
58,28/06/2016,2,6,83,3.2,,,,,,,09:50,eey9
58,28/06/2016,2,7,80,2.9,,,,,,,09:50,eey9
58,28/06/2016,2,8,47,2.3,,,,,,,09:51,eey9
58,28/06/2016,3,0,,,185,11,54,23,11,0,09:51,eey9
58,28/06/2016,3,1,26,3.5,,,,,,,09:53,eey9
58,28/06/2016,3,2,43,3.6,,,,,,,09:54,eey9
58,28/06/2016,3,3,58,3.3,,,,,,,09:54,eey9
58,28/06/2016,3,4,71,3,,,,,,,09:54,eey9
58,28/06/2016,3,5,74,3.2,,,,,,,09:55,eey9
58,28/06/2016,3,6,83,3.3,,,,,,,09:55,eey9
58,28/06/2016,3,7,64,3,,,,,,,09:55,eey9
58,28/06/2016,3,8,33,1.7,,,,,,,09:56,eey9
61,28/06/2016,1,0,,,108,51,21,23,6,0,10:30,eey9
61,28/06/2016,1,1,7,0.8,,,,,,,10:31,eey9
61,28/06/2016,1,2,25,1.3,,,,,,,10:32,eey9
61,28/06/2016,1,3,44,1.5,,,,,,,10:32,eey9
61,28/06/2016,1,4,54,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,5,58,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,6,63,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,7,50,1.8,,,,,,,10:33,eey9
61,28/06/2016,1,8,27,0.7,,,,,,,10:34,eey9
61,28/06/2016,2,0,,,110,73,22,39,6,0,10:35,eey9
61,28/06/2016,2,1,4,0.5,,,,,,,10:36,eey9
61,28/06/2016,2,2,17,1.3,,,,,,,10:37,eey9
61,28/06/2016,2,3,40,1.6,,,,,,,10:37,eey9
61,28/06/2016,2,4,63,1.7,,,,,,,10:38,eey9
61,28/06/2016,2,5,75,1.6,,,,,,,10:38,eey9
61,28/06/2016,2,6,56,1.7,,,,,,,10:38,eey9
61,28/06/2016,2,7,38,1.3,,,,,,,10:39,eey9
61,28/06/2016,2,8,11,1.1,,,,,,,10:39,eey9
61,28/06/2016,3,0,,,100,37,24,28,7,0,10:39,eey9
61,28/06/2016,3,1,21,1.6,,,,,,,10:41,eey9
61,28/06/2016,3,2,27,1.9,,,,,,,10:41,eey9
61,28/06/2016,3,3,39,1.6,,,,,,,10:41,eey9
61,28/06/2016,3,4,43,1.9,,,,,,,10:42,eey9
61,28/06/2016,3,5,55,2.1,,,,,,,10:42,eey9
61,28/06/2016,3,6,60,2.2,,,,,,,10:43,eey9
61,28/06/2016,3,7,52,1.6,,,,,,,10:43,eey9
61,28/06/2016,3,8,35,1.2,,,,,,,10:43,eey9
61,28/06/2016,3,9,13,0.3,,,,,,,10:43,eey9
35,12/07/2016,1,0,,,114,44,28,24,6,0,09:23,eey9
35,12/07/2016,1,1,17,1.3,,,,,,,09:26,eey9
35,12/07/2016,1,2,33,1.7,,,,,,,09:27,eey9
35,12/07/2016,1,3,46,1.9,,,,,,,09:27,eey9
35,12/07/2016,1,4,50,1.9,,,,,,,09:28,eey9
35,12/07/2016,1,5,57,2,,,,,,,09:28,eey9
35,12/07/2016,1,6,68,2.2,,,,,,,09:29,eey9
35,12/07/2016,1,7,66,2.2,,,,,,,09:29,eey9
35,12/07/2016,1,8,58,1.8,,,,,,,09:29,eey9
35,12/07/2016,1,9,38,1.6,,,,,,,09:29,eey9
35,12/07/2016,1,10,23,0.6,,,,,,,09:30,eey9
35,12/07/2016,2,0,,,90,22,26,28,6,0,09:30,eey9
35,12/07/2016,2,1,8,0.8,,,,,,,09:32,eey9
35,12/07/2016,2,2,25,1.2,,,,,,,09:32,eey9
35,12/07/2016,2,3,46,1.5,,,,,,,09:32,eey9
35,12/07/2016,2,4,56,1.6,,,,,,,09:33,eey9
35,12/07/2016,2,5,56,1.7,,,,,,,09:33,eey9
35,12/07/2016,2,6,31,1.3,,,,,,,09:33,eey9
35,12/07/2016,2,7,12,0.3,,,,,,,09:33,eey9
35,12/07/2016,3,0,,,130,87,27,37,7,1,09:34,eey9
35,12/07/2016,3,1,10,1,,,,,,,09:36,eey9
35,12/07/2016,3,2,18,1.7,,,,,,,09:37,eey9
35,12/07/2016,3,3,32,1.8,,,,,,,09:37,eey9
35,12/07/2016,3,4,45,1.8,,,,,,,09:37,eey9
35,12/07/2016,3,5,53,1.9,,,,,,,09:38,eey9
35,12/07/2016,3,6,54,2,,,,,,,09:38,eey9
35,12/07/2016,3,7,56,2,,,,,,,09:38,eey9
35,12/07/2016,3,8,50,2,,,,,,,09:38,eey9
35,12/07/2016,3,9,41,1.6,,,,,,,09:39,eey9
35,12/07/2016,3,10,27,0.9,,,,,,,09:39,eey9
39,12/07/2016,1,0,,,91,38,35,30,4,0,09:43,eey9
39,12/07/2016,1,1,6.5,0.7,,,,,,,09:46,eey9
39,12/07/2016,1,2,25,1.4,,,,,,,09:47,eey9
39,12/07/2016,1,3,47,1.5,,,,,,,09:47,eey9
39,12/07/2016,1,4,65,1.5,,,,,,,09:48,eey9
39,12/07/2016,1,5,77,1.6,,,,,,,09:48,eey9
39,12/07/2016,1,6,66,1.3,,,,,,,09:49,eey9
39,12/07/2016,1,7,39,0.7,,,,,,,09:49,eey9
39,12/07/2016,2,0,,,108,41,37,35,6,0,09:50,eey9
39,12/07/2016,2,1,14,0.9,,,,,,,09:53,eey9
