EuroPheno.stock_id,pheno_date,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,canopy_height,stem_count,base_diameter_1,base_diameter_2,stem_diam_half_height,field_flowering_score,time_taken,who
44,04/10/2016,1,8,76.0,3.6,,,,,,,09:59,eey9
44,04/10/2016,1,9,56.0,2.8,,,,,,,10:00,eey9
44,04/10/2016,1,10,44.0,1.8,,,,,,,10:00,eey9
44,04/10/2016,2,0,,,250.0,13,63,68,8.0,0,10:01,eey9
44,04/10/2016,2,1,62.0,1.9,,,,,,,10:03,eey9
44,04/10/2016,2,2,67.0,1.3,,,,,,,10:04,eey9
44,04/10/2016,2,3,70.0,2.2,,,,,,,10:04,eey9
44,04/10/2016,2,4,68.0,2.0,,,,,,,10:04,eey9
44,04/10/2016,2,5,73.0,3.6,,,,,,,10:05,eey9
44,04/10/2016,2,6,74.0,3.7,,,,,,,10:05,eey9
44,04/10/2016,2,7,79.0,3.0,,,,,,,10:05,eey9
44,04/10/2016,2,8,80.0,3.7,,,,,,,10:05,eey9
44,04/10/2016,2,9,82.0,3.9,,,,,,,10:06,eey9
44,04/10/2016,2,10,72.0,3.7,,,,,,,10:06,eey9
44,04/10/2016,2,11,52.0,2.7,,,,,,,10:06,eey9
44,04/10/2016,3,0,,,260.0,15,55,64,9.0,0,10:07,eey9
44,04/10/2016,3,1,56.0,1.0,,,,,,,10:09,eey9
44,04/10/2016,3,2,72.0,1.6,,,,,,,10:10,eey9
44,04/10/2016,3,3,73.0,3.3,,,,,,,10:10,eey9
44,04/10/2016,3,4,80.0,3.2,,,,,,,10:11,eey9
44,04/10/2016,3,5,81.0,4.0,,,,,,,10:11,eey9
44,04/10/2016,3,6,77.0,4.0,,,,,,,10:11,eey9
44,04/10/2016,3,7,57.0,2.9,,,,,,,10:12,eey9
46,04/10/2016,1,0,,,180.0,55,35,40,7.0,3,10:29,eey9
46,04/10/2016,1,1,48.0,1.8,,,,,,,10:32,eey9
46,04/10/2016,1,2,79.0,1.6,,,,,,,10:33,eey9
46,04/10/2016,1,3,85.0,1.5,,,,,,,10:33,eey9
46,04/10/2016,1,4,86.0,1.3,,,,,,,10:33,eey9
46,04/10/2016,1,5,85.0,1.4,,,,,,,10:33,eey9
46,04/10/2016,1,6,63.0,1.2,,,,,,,10:34,eey9
46,04/10/2016,1,7,46.0,0.9,,,,,,,10:34,eey9
46,04/10/2016,1,8,18.0,0.2,,,,,,,10:34,eey9
46,04/10/2016,2,0,,,87.0,7,12,17,4.0,0,10:34,eey9
46,04/10/2016,2,1,37.0,0.8,,,,,,,10:36,eey9
46,04/10/2016,2,2,46.0,1.0,,,,,,,10:36,eey9
46,04/10/2016,2,3,75.0,1.2,,,,,,,10:36,eey9
46,04/10/2016,2,4,82.0,1.2,,,,,,,10:37,eey9
46,04/10/2016,2,5,74.0,1.2,,,,,,,10:37,eey9
46,04/10/2016,2,6,46.0,0.7,,,,,,,10:37,eey9
46,04/10/2016,3,0,,,178.0,91,40,43,6.0,3,10:38,eey9
46,04/10/2016,3,1,50.0,1.6,,,,,,,10:40,eey9
46,04/10/2016,3,2,78.0,1.5,,,,,,,10:41,eey9
46,04/10/2016,3,3,83.0,1.6,,,,,,,10:41,eey9
46,04/10/2016,3,4,89.0,1.7,,,,,,,10:41,eey9
46,04/10/2016,3,5,90.0,1.7,,,,,,,10:42,eey9
46,04/10/2016,3,6,80.0,1.5,,,,,,,10:42,eey9
46,04/10/2016,3,7,65.0,1.3,,,,,,,10:42,eey9
46,04/10/2016,3,8,41.0,0.8,,,,,,,10:42,eey9
46,04/10/2016,3,9,12.0,0.2,,,,,,,10:43,eey9
48,04/10/2016,1,0,,,140.0,56,34,29,5.0,5,11:21,eey9
48,04/10/2016,1,1,42.0,1.6,,,,,,,11:28,eey9
48,04/10/2016,1,2,57.0,1.6,,,,,,,11:29,eey9
48,04/10/2016,1,3,62.0,1.7,,,,,,,11:29,eey9
48,04/10/2016,1,4,59.0,1.6,,,,,,,11:30,eey9
48,04/10/2016,1,5,58.0,1.6,,,,,,,11:30,eey9
48,04/10/2016,1,6,45.0,1.5,,,,,,,11:30,eey9
48,04/10/2016,1,7,33.0,1.2,,,,,,,11:31,eey9
48,04/10/2016,1,8,21.0,0.7,,,,,,,11:31,eey9
48,04/10/2016,2,0,,,165.0,42,27,32,5.0,5,11:31,eey9
48,04/10/2016,2,1,50.0,1.7,,,,,,,11:34,eey9
48,04/10/2016,2,2,59.0,1.7,,,,,,,11:34,eey9
48,04/10/2016,2,3,62.0,1.7,,,,,,,11:35,eey9
48,04/10/2016,2,4,60.0,1.4,,,,,,,11:35,eey9
48,04/10/2016,2,5,47.0,1.3,,,,,,,11:35,eey9
48,04/10/2016,2,6,29.0,1.0,,,,,,,11:35,eey9
48,04/10/2016,2,7,8.5,0.3,,,,,,,11:36,eey9
48,04/10/2016,3,0,,,150.0,52,23,32,5.0,5,11:36,eey9
48,04/10/2016,3,1,32.0,1.7,,,,,,,11:38,eey9
48,04/10/2016,3,2,47.0,1.8,,,,,,,11:39,eey9
48,04/10/2016,3,3,50.0,1.9,,,,,,,11:39,eey9
48,04/10/2016,3,4,64.0,1.8,,,,,,,11:39,eey9
48,04/10/2016,3,5,59.0,1.7,,,,,,,11:40,eey9
48,04/10/2016,3,6,49.0,1.4,,,,,,,11:40,eey9
48,04/10/2016,3,7,33.0,1.2,,,,,,,11:40,eey9
48,04/10/2016,3,8,19.0,0.7,,,,,,,11:40,eey9
50,04/10/2016,1,0,,,155.0,73,36,36,6.0,5,11:04,eey9
50,04/10/2016,1,1,41.0,1.9,,,,,,,11:09,eey9
50,04/10/2016,1,2,39.0,1.8,,,,,,,11:10,eey9
50,04/10/2016,1,3,55.0,2.0,,,,,,,11:10,eey9
50,04/10/2016,1,4,51.0,2.0,,,,,,,11:11,eey9
50,04/10/2016,1,5,46.0,1.7,,,,,,,11:11,eey9
50,04/10/2016,1,6,37.0,1.5,,,,,,,11:11,eey9
50,04/10/2016,1,7,23.0,1.2,,,,,,,11:11,eey9
50,04/10/2016,1,8,9.0,0.4,,,,,,,11:12,eey9
50,04/10/2016,2,0,,,147.0,29,33,27,4.0,5,11:12,eey9
50,04/10/2016,2,1,55.0,1.6,,,,,,,11:14,eey9
50,04/10/2016,2,2,53.0,1.6,,,,,,,11:15,eey9
50,04/10/2016,2,3,52.0,1.4,,,,,,,11:15,eey9
50,04/10/2016,2,4,44.0,1.5,,,,,,,11:15,eey9
50,04/10/2016,2,5,27.0,1.1,,,,,,,11:16,eey9
50,04/10/2016,2,6,12.0,0.5,,,,,,,11:16,eey9
50,04/10/2016,3,0,,,152.0,72,43,35,2.0,5,11:17,eey9
50,04/10/2016,3,1,53.0,1.6,,,,,,,11:19,eey9
50,04/10/2016,3,2,57.0,1.6,,,,,,,11:19,eey9
50,04/10/2016,3,3,63.0,1.5,,,,,,,11:19,eey9
50,04/10/2016,3,4,54.0,1.6,,,,,,,11:20,eey9
50,04/10/2016,3,5,47.0,1.2,,,,,,,11:20,eey9
50,04/10/2016,3,6,30.0,1.2,,,,,,,11:20,eey9
50,04/10/2016,3,7,15.0,0.5,,,,,,,11:20,eey9
51,04/10/2016,1,0,,,275.0,12,63,75,9.0,0,10:43,eey9
51,04/10/2016,1,1,70.0,1.2,,,,,,,10:47,eey9
51,04/10/2016,1,2,65.0,2.3,,,,,,,10:48,eey9
51,04/10/2016,1,3,70.0,2.3,,,,,,,10:48,eey9
51,04/10/2016,1,4,74.0,1.7,,,,,,,10:49,eey9
51,04/10/2016,1,5,77.0,2.1,,,,,,,10:49,eey9
51,04/10/2016,1,6,78.0,3.2,,,,,,,10:49,eey9
51,04/10/2016,1,7,78.0,3.0,,,,,,,10:50,eey9
51,04/10/2016,1,8,80.0,2.9,,,,,,,10:50,eey9
51,04/10/2016,1,9,83.0,3.3,,,,,,,10:50,eey9
51,04/10/2016,1,10,81.0,3.2,,,,,,,10:50,eey9
51,04/10/2016,1,11,66.0,3.0,,,,,,,10:51,eey9
51,04/10/2016,1,12,41.0,1.3,,,,,,,10:51,eey9
51,04/10/2016,2,0,,,290.0,20,55,40,8.0,0,10:51,eey9
51,04/10/2016,2,1,69.0,1.6,,,,,,,10:54,eey9
51,04/10/2016,2,2,69.0,1.4,,,,,,,10:55,eey9
51,04/10/2016,2,3,74.0,2.4,,,,,,,10:55,eey9
51,04/10/2016,2,4,74.0,3.2,,,,,,,10:56,eey9
51,04/10/2016,2,5,76.0,3.2,,,,,,,10:56,eey9
51,04/10/2016,2,6,78.0,3.0,,,,,,,10:56,eey9
51,04/10/2016,2,7,78.0,3.2,,,,,,,10:56,eey9
51,04/10/2016,2,8,68.0,3.0,,,,,,,10:57,eey9
51,04/10/2016,2,9,55.0,2.6,,,,,,,10:57,eey9
51,04/10/2016,3,0,,,280.0,17,55,42,8.0,0,10:57,eey9
51,04/10/2016,3,1,53.0,1.9,,,,,,,11:00,eey9
51,04/10/2016,3,2,60.0,2.3,,,,,,,11:02,eey9
51,04/10/2016,3,3,68.0,2.4,,,,,,,11:02,eey9
51,04/10/2016,3,4,69.0,2.7,,,,,,,11:02,eey9
51,04/10/2016,3,5,71.0,3.1,,,,,,,11:03,eey9
51,04/10/2016,3,6,70.0,3.2,,,,,,,11:03,eey9
51,04/10/2016,3,7,74.0,3.3,,,,,,,11:03,eey9
51,04/10/2016,3,8,71.0,3.2,,,,,,,11:03,eey9
51,04/10/2016,3,9,66.0,2.9,,,,,,,11:04,eey9
51,04/10/2016,3,10,43.0,1.6,,,,,,,11:04,eey9
53,04/10/2016,1,0,,,170.0,58,37,35,5.0,3,10:12,eey9
53,04/10/2016,1,1,34.0,1.6,,,,,,,10:16,eey9
53,04/10/2016,1,2,45.0,1.6,,,,,,,10:18,eey9
53,04/10/2016,1,3,66.0,1.7,,,,,,,10:18,eey9
53,04/10/2016,1,4,75.0,1.7,,,,,,,10:19,eey9
53,04/10/2016,1,5,83.0,1.7,,,,,,,10:19,eey9
53,04/10/2016,1,6,85.0,1.9,,,,,,,10:19,eey9
53,04/10/2016,1,7,81.0,1.8,,,,,,,10:20,eey9
53,04/10/2016,1,8,72.0,1.7,,,,,,,10:20,eey9
53,04/10/2016,1,9,52.0,1.3,,,,,,,10:20,eey9
53,04/10/2016,1,10,27.0,0.5,,,,,,,10:20,eey9
53,04/10/2016,2,0,,,170.0,66,42,43,5.0,3,10:21,eey9
53,04/10/2016,2,1,56.0,1.2,,,,,,,10:23,eey9
53,04/10/2016,2,2,81.0,1.3,,,,,,,10:24,eey9
53,04/10/2016,2,3,88.0,1.5,,,,,,,10:24,eey9
53,04/10/2016,2,4,93.0,1.7,,,,,,,10:24,eey9
53,04/10/2016,2,5,84.0,1.8,,,,,,,10:25,eey9
53,04/10/2016,2,6,65.0,1.3,,,,,,,10:25,eey9
53,04/10/2016,2,7,43.0,0.7,,,,,,,10:25,eey9
53,04/10/2016,3,0,,,172.0,52,32,43,6.0,3,10:26,eey9
53,04/10/2016,3,1,71.0,1.1,,,,,,,10:28,eey9
53,04/10/2016,3,2,78.0,1.3,,,,,,,10:28,eey9
53,04/10/2016,3,3,89.0,1.4,,,,,,,10:28,eey9
53,04/10/2016,3,4,53.0,1.6,,,,,,,10:29,eey9
53,04/10/2016,3,5,84.0,1.7,,,,,,,10:29,eey9
53,04/10/2016,3,6,63.0,1.3,,,,,,,10:29,eey9
53,04/10/2016,3,7,36.0,0.6,,,,,,,10:30,eey9
56,04/10/2016,1,0,,,270.0,19,61,52,10.0,0,11:41,eey9
56,04/10/2016,1,1,63.0,2.0,,,,,,,11:44,eey9
56,04/10/2016,1,2,72.0,2.7,,,,,,,11:44,eey9
56,04/10/2016,1,3,76.0,2.8,,,,,,,11:44,eey9
56,04/10/2016,1,4,74.0,2.8,,,,,,,11:45,eey9
56,04/10/2016,1,5,90.0,2.6,,,,,,,11:45,eey9
56,04/10/2016,1,6,87.0,2.8,,,,,,,11:45,eey9
56,04/10/2016,1,7,87.0,3.0,,,,,,,11:46,eey9
56,04/10/2016,1,8,87.0,3.2,,,,,,,11:46,eey9
56,04/10/2016,1,9,86.0,3.3,,,,,,,11:46,eey9
56,04/10/2016,1,10,83.0,3.3,,,,,,,11:46,eey9
56,04/10/2016,1,11,77.0,3.1,,,,,,,11:47,eey9
56,04/10/2016,1,12,67.0,2.6,,,,,,,11:47,eey9
56,04/10/2016,1,13,21.0,1.9,,,,,,,11:47,eey9
56,04/10/2016,2,0,,,277.0,13,67,70,10.0,0,11:48,eey9
56,04/10/2016,2,1,66.0,2.2,,,,,,,11:52,eey9
56,04/10/2016,2,2,73.0,2.2,,,,,,,11:52,eey9
56,04/10/2016,2,3,81.0,1.7,,,,,,,11:53,eey9
56,04/10/2016,2,4,77.0,2.0,,,,,,,11:53,eey9
56,04/10/2016,2,5,99.0,2.4,,,,,,,11:53,eey9
56,04/10/2016,2,6,95.0,2.2,,,,,,,11:54,eey9
56,04/10/2016,2,7,93.0,2.6,,,,,,,11:54,eey9
56,04/10/2016,2,8,93.0,2.6,,,,,,,11:54,eey9
56,04/10/2016,2,9,87.0,2.8,,,,,,,11:55,eey9
56,04/10/2016,2,10,68.0,3.0,,,,,,,11:55,eey9
56,04/10/2016,2,11,47.0,1.7,,,,,,,11:55,eey9
56,04/10/2016,3,0,,,280.0,28,59,72,10.0,0,11:56,eey9
56,04/10/2016,3,1,78.0,2.5,,,,,,,11:58,eey9
56,04/10/2016,3,2,83.0,2.8,,,,,,,11:59,eey9
56,04/10/2016,3,3,90.0,2.8,,,,,,,12:00,eey9
56,04/10/2016,3,4,88.0,3.3,,,,,,,12:00,eey9
56,04/10/2016,3,5,90.0,3.2,,,,,,,12:00,eey9
56,04/10/2016,3,6,88.0,2.9,,,,,,,12:00,eey9
56,04/10/2016,3,7,89.0,3.2,,,,,,,12:01,eey9
56,04/10/2016,3,8,83.0,2.9,,,,,,,12:01,eey9
56,04/10/2016,3,9,68.0,2.5,,,,,,,12:01,eey9
56,04/10/2016,3,10,47.0,0.7,,,,,,,12:02,eey9
57,04/10/2016,1,0,,,165.0,37,35,25,6.0,3,12:02,eey9
57,04/10/2016,1,1,53.0,1.9,,,,,,,12:05,eey9
57,04/10/2016,1,2,69.0,2.0,,,,,,,12:06,eey9
57,04/10/2016,1,3,77.0,1.8,,,,,,,12:06,eey9
57,04/10/2016,1,4,83.0,1.8,,,,,,,12:06,eey9
57,04/10/2016,1,5,82.0,1.8,,,,,,,12:06,eey9
57,04/10/2016,1,6,79.0,1.7,,,,,,,12:06,eey9
57,04/10/2016,1,7,55.0,1.2,,,,,,,12:07,eey9
57,04/10/2016,1,8,29.0,0.6,,,,,,,12:07,eey9
57,04/10/2016,2,0,,,174.0,33,40,29,5.0,3,12:07,eey9
57,04/10/2016,2,1,30.0,1.5,,,,,,,12:09,eey9
57,04/10/2016,2,2,20.0,1.2,,,,,,,12:10,eey9
57,04/10/2016,2,3,34.0,1.5,,,,,,,12:10,eey9
57,04/10/2016,2,4,72.0,1.6,,,,,,,12:10,eey9
57,04/10/2016,2,5,70.0,1.7,,,,,,,12:10,eey9
57,04/10/2016,2,6,83.0,1.8,,,,,,,12:11,eey9
57,04/10/2016,2,7,70.0,1.7,,,,,,,12:11,eey9
57,04/10/2016,2,8,52.0,1.5,,,,,,,12:11,eey9
57,04/10/2016,2,9,28.0,0.7,,,,,,,12:11,eey9
57,04/10/2016,3,0,,,150.0,35,43,45,4.0,1,12:12,eey9
57,04/10/2016,3,1,75.0,1.2,,,,,,,12:14,eey9
57,04/10/2016,3,2,50.0,1.4,,,,,,,12:14,eey9
57,04/10/2016,3,3,79.0,1.6,,,,,,,12:14,eey9
57,04/10/2016,3,4,78.0,1.6,,,,,,,12:15,eey9
57,04/10/2016,3,5,81.0,1.6,,,,,,,12:15,eey9
57,04/10/2016,3,6,60.0,1.5,,,,,,,12:15,eey9
57,04/10/2016,3,7,41.0,0.7,,,,,,,12:16,eey9
58,04/10/2016,1,0,,,275.0,14,60,54,9.0,0,12:16,eey9
58,04/10/2016,1,1,70.0,1.1,,,,,,,12:20,eey9
58,04/10/2016,1,2,77.0,2.2,,,,,,,12:21,eey9
58,04/10/2016,1,3,82.0,2.4,,,,,,,12:21,eey9
58,04/10/2016,1,4,82.0,3.0,,,,,,,12:21,eey9
58,04/10/2016,1,5,83.0,3.9,,,,,,,12:22,eey9
58,04/10/2016,1,6,84.0,3.7,,,,,,,12:22,eey9
58,04/10/2016,1,7,85.0,3.8,,,,,,,12:23,eey9
58,04/10/2016,1,8,76.0,3.6,,,,,,,12:23,eey9
58,04/10/2016,1,9,53.0,3.3,,,,,,,12:23,eey9
58,04/10/2016,1,10,31.0,1.1,,,,,,,12:24,eey9
58,04/10/2016,2,0,,,295.0,5,34,35,8.0,0,12:24,eey9
58,04/10/2016,2,1,60.0,1.2,,,,,,,12:27,eey9
58,04/10/2016,2,2,65.0,2.0,,,,,,,12:28,eey9
58,04/10/2016,2,3,75.0,2.0,,,,,,,12:28,eey9
58,04/10/2016,2,4,81.0,3.7,,,,,,,12:29,eey9
58,04/10/2016,2,5,79.0,3.6,,,,,,,12:29,eey9
58,04/10/2016,2,6,55.0,1.4,,,,,,,12:29,eey9
58,04/10/2016,2,7,68.0,2.8,,,,,,,12:30,eey9
58,04/10/2016,2,8,43.0,2.6,,,,,,,12:30,eey9
58,04/10/2016,3,0,,,274.0,8,45,46,7.0,0,12:30,eey9
58,04/10/2016,3,1,63.0,0.6,,,,,,,12:33,eey9
58,04/10/2016,3,2,72.0,3.7,,,,,,,12:34,eey9
58,04/10/2016,3,3,74.0,3.2,,,,,,,12:34,eey9
58,04/10/2016,3,4,77.0,3.5,,,,,,,12:35,eey9
58,04/10/2016,3,5,79.0,3.8,,,,,,,12:35,eey9
58,04/10/2016,3,6,66.0,3.2,,,,,,,12:36,eey9
58,04/10/2016,3,7,33.0,2.2,,,,,,,12:36,eey9
61,04/10/2016,1,0,,,133.0,51,26,30,6.0,5,12:37,eey9
61,04/10/2016,1,1,37.0,1.9,,,,,,,12:40,eey9
61,04/10/2016,1,2,44.0,1.9,,,,,,,12:41,eey9
61,04/10/2016,1,3,50.0,1.7,,,,,,,12:41,eey9
61,04/10/2016,1,4,51.0,1.7,,,,,,,12:41,eey9
61,04/10/2016,1,5,42.0,1.4,,,,,,,12:42,eey9
61,04/10/2016,1,6,30.0,1.2,,,,,,,12:42,eey9
61,04/10/2016,1,7,20.0,0.6,,,,,,,12:42,eey9
61,04/10/2016,2,0,,,155.0,73,27,31,6.0,5,12:43,eey9
61,04/10/2016,2,1,23.0,1.7,,,,,,,12:45,eey9
61,04/10/2016,2,2,45.0,2.0,,,,,,,12:46,eey9
61,04/10/2016,2,3,46.0,1.9,,,,,,,12:46,eey9
61,04/10/2016,2,4,55.0,2.0,,,,,,,12:46,eey9
61,04/10/2016,2,5,56.0,1.8,,,,,,,12:47,eey9
61,04/10/2016,2,6,55.0,1.7,,,,,,,12:47,eey9
61,04/10/2016,2,7,42.0,1.4,,,,,,,12:47,eey9
61,04/10/2016,2,8,22.0,0.7,,,,,,,12:47,eey9
61,04/10/2016,3,0,,,149.0,61,33,35,5.0,5,12:48,eey9
61,04/10/2016,3,1,53.0,2.1,,,,,,,12:50,eey9
61,04/10/2016,3,2,58.0,1.7,,,,,,,12:51,eey9
61,04/10/2016,3,3,56.0,1.7,,,,,,,12:51,eey9
61,04/10/2016,3,4,30.0,0.3,,,,,,,12:51,eey9
61,04/10/2016,3,5,18.0,0.3,,,,,,,12:51,eey9
