Date,site_id,PAR,t_max,t_min,rainfall_mm
18/04/2016,BSBEC,5.0992,9.08,5.345,NA
19/04/2016,BSBEC,9.19825,11.57,6.627,NA
20/04/2016,BSBEC,11.034,16.7,5.562,NA
21/04/2016,BSBEC,6.64739,13.68,5.826,NA
22/04/2016,BSBEC,4.59053,10.38,7.112,NA
23/04/2016,BSBEC,9.32891,9.16,3.067,NA
24/04/2016,BSBEC,10.9099,8.93,4.633,NA
25/04/2016,BSBEC,7.00577,9.24,4.961,NA
26/04/2016,BSBEC,12.1576,7.808,2.461,NA
27/04/2016,BSBEC,7.74338,6.502,1.324,NA
28/04/2016,BSBEC,3.21357,8.18,0.332,NA
29/04/2016,BSBEC,8.48326,7.465,3.412,NA
30/04/2016,BSBEC,9.45638,8.8,0.964,NA
01/05/2016,BSBEC,1.88115,10.85,5.118,NA
02/05/2016,BSBEC,7.03773,10.82,7.294,NA
03/05/2016,BSBEC,12.0771,9.97,5.724,NA
04/05/2016,BSBEC,11.3153,13.77,4.244,NA
05/05/2016,BSBEC,11.0394,14.12,6.249,NA
06/05/2016,BSBEC,8.6119,18.01,5.947,NA
07/05/2016,BSBEC,3.31321,18.43,12.03,NA
08/05/2016,BSBEC,9.20304,23.57,13.02,NA
09/05/2016,BSBEC,5.36322,20.13,14.47,NA
10/05/2016,BSBEC,2.26934,15.58,14.06,NA
11/05/2016,BSBEC,3.98853,17.59,12.74,NA
12/05/2016,BSBEC,11.0125,21.7,13.21,NA
13/05/2016,BSBEC,12.2764,18.98,10.21,NA
14/05/2016,BSBEC,11.2171,11.91,5.709,NA
15/05/2016,BSBEC,12.9303,11.76,3.209,NA
16/05/2016,BSBEC,10.5352,12.79,7.102,NA
17/05/2016,BSBEC,6.1352,14.52,6.895,NA
18/05/2016,BSBEC,9.83462,11.8,8.42,NA
19/05/2016,BSBEC,0.896457,11.21,7.839,NA
